# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 260:         5.180       52.100       1.90  DE BILT
# 269:         5.520       52.458      -3.70  LELYSTAD
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 280:         6.585       53.125       5.20  EELDE
# 283:         6.657       52.069      29.10  HUPSEL
# 290:         6.891       52.274      34.80  TWENTHE
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 319:         3.861       51.226       1.70  WESTDORPE
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 370:         5.377       51.451      22.60  EINDHOVEN
# 380:         5.762       50.906     114.30  MAASTRICHT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TX
# 
  290,20161208,   86
  290,20161209,  105
  290,20161210,   93
  290,20161211,   94
  290,20161212,   78
  290,20161213,   68
  290,20161214,   82
  290,20161215,   76
  290,20161216,   64
  290,20161217,   66
  290,20161218,   85
  290,20161219,   68
  290,20161220,    9
  290,20161221,   62
  290,20161222,   59
  290,20161223,   77
  290,20161224,   82
  290,20161225,  114
  290,20161226,  115
  290,20161227,   88
  290,20161228,   46
  290,20161229,   55
  290,20161230,   37
  290,20161231,   15
  290,20170101,   13
  290,20170102,   35
  290,20170103,   60
  290,20170104,   71
  290,20170105,    6
  290,20170106,  -17
  290,20170107,    8
  290,20170108,   30
  290,20170109,   47
  290,20170110,   52
  290,20170111,   91
  290,20170112,   68
  290,20170113,   40
  290,20170114,   36
  290,20170115,   25
  290,20170116,  -16
  290,20170117,  -28
  290,20170118,  -18
  290,20170119,   34
  290,20170120,   27
  290,20170121,   35
  290,20170122,   38
  290,20170123,    2
  290,20170124,   12
  290,20170125,   -4
  290,20170126,   14
  290,20170127,   60
  290,20170128,   87
  290,20170129,   67
  290,20170130,   69
  290,20170131,   34
  290,20170201,   49
  290,20170202,  120
  290,20170203,  109
  290,20170204,   86
  290,20170205,   78
  290,20170206,   59
  290,20170207,   21
  290,20170208,   -4
  290,20170209,  -18
  290,20170210,  -15
  290,20170211,   11
  290,20170212,   25
  290,20170213,   67
  290,20170214,   92
  290,20170215,  139
  290,20170216,   99
  290,20170217,   76
  290,20170218,  100
  290,20170219,   69
  290,20170220,  107
  290,20170221,  106
  290,20170222,  110
  290,20170223,   97
  290,20170224,   82
  290,20170225,   76
  290,20170226,  104
  290,20170227,  122
  290,20170228,   77
  290,20170301,   86
  290,20170302,   69
  290,20170303,  101
  290,20170304,  150
  290,20170305,  116
  290,20170306,   90
  290,20170307,   74
  290,20170308,   86
  290,20170309,  107
  290,20170310,  108
  290,20170311,  136
  290,20170312,  141
  290,20170313,  151
  290,20170314,  160
  290,20170315,  139
  290,20170316,  163
  290,20170317,  112
  290,20170318,  108
  290,20170319,  124
  290,20170320,  113
  290,20170321,  109
  290,20170322,  128
  290,20170323,  137
  290,20170324,  138
  290,20170325,  147
  290,20170326,  137
  290,20170327,  180
  290,20170328,  195
  290,20170329,  140
  290,20170330,  223
  290,20170331,  237
  290,20170401,  157
  290,20170402,  177
  290,20170403,  154
  290,20170404,  162
  290,20170405,  133
  290,20170406,  119
  290,20170407,  152
  290,20170408,  142
  290,20170409,  215
  290,20170410,  135
  290,20170411,  143
  290,20170412,  122
  290,20170413,  127
  290,20170414,  114
  290,20170415,  128
  290,20170416,  121
  290,20170417,  111
  290,20170418,   99
  290,20170419,   91
  290,20170420,  128
  290,20170421,  146
  290,20170422,  114
  290,20170423,  110
  290,20170424,  143
  290,20170425,  105
  290,20170426,  115
  290,20170427,  115
  290,20170428,  116
  290,20170429,  130
  290,20170430,  181
  290,20170501,  126
  290,20170502,  137
  290,20170503,  165
  290,20170504,  138
  290,20170505,   94
  290,20170506,  181
  290,20170507,  179
  290,20170508,  152
  290,20170509,  129
  290,20170510,  147
  290,20170511,  236
  290,20170512,  216
  290,20170513,  221
  290,20170514,  225
  290,20170515,  215
  290,20170516,  264
  290,20170517,  292
  290,20170518,  213
  290,20170519,  169
  290,20170520,  186
  290,20170521,  208
  290,20170522,  241
  290,20170523,  242
  290,20170524,  201
  290,20170525,  236
  290,20170526,  268
  290,20170527,  303
  290,20170528,  274
  290,20170529,  314
  290,20170530,  243
  290,20170531,  236
  290,20170601,  235
  290,20170602,  278
  290,20170603,  259
  290,20170604,  209
  290,20170605,  224
  290,20170606,  196
  290,20170607,  161
  290,20170608,  233
  290,20170609,  201
  290,20170610,  229
  290,20170611,  277
  290,20170612,  188
  290,20170613,  197
  290,20170614,  242
  290,20170615,  284
  290,20170616,  199
  290,20170617,  219
  290,20170618,  285
  290,20170619,  308
  290,20170620,  282
  290,20170621,  280
  290,20170622,  349
  290,20170623,  259
  290,20170624,  189
  290,20170625,  202
  290,20170626,  219
  290,20170627,  211
  290,20170628,  232
  290,20170629,  198
  290,20170630,  221
  290,20170701,  210
  290,20170702,  210
  290,20170703,  235
  290,20170704,  228
  290,20170705,  242
  290,20170706,  279
  290,20170707,  278
  290,20170708,  243
  290,20170709,  239
  290,20170710,  259
  290,20170711,  213
  290,20170712,  175
  290,20170713,  201
  290,20170714,  202
  290,20170715,  215
  290,20170716,  223
  290,20170717,  226
  290,20170718,  255
  290,20170719,  321
  290,20170720,  257
  290,20170721,  237
  290,20170722,  274
  290,20170723,  205
  290,20170724,  186
  290,20170725,  192
  290,20170726,  235
  290,20170727,  223
  290,20170728,  219
  290,20170729,  223
  290,20170730,  256
  290,20170731,  242
  290,20170801,  234
  290,20170802,  240
  290,20170803,  236
  290,20170804,  236
  290,20170805,  198
  290,20170806,  214
  290,20170807,  245
  290,20170808,  224
  290,20170809,  221
  290,20170810,  216
  290,20170811,  175
  290,20170812,  209
  290,20170813,  209
  290,20170814,  248
  290,20170815,  263
  290,20170816,  229
  290,20170817,  209
  290,20170818,  212
  290,20170819,  197
  290,20170820,  197
  290,20170821,  201
  290,20170822,  220
  290,20170823,  250
  290,20170824,  228
  290,20170825,  231
  290,20170826,  248
  290,20170827,  233
  290,20170828,  258
  290,20170829,  288
  290,20170830,  242
  290,20170831,  190
  290,20170901,  194
  290,20170902,  196
  290,20170903,  203
  290,20170904,  223
  290,20170905,  238
  290,20170906,  180
  290,20170907,  194
  290,20170908,  156
  290,20170909,  186
  290,20170910,  182
  290,20170911,  183
  290,20170912,  177
  290,20170913,  175
  290,20170914,  151
  290,20170915,  166
  290,20170916,  152
  290,20170917,  169
  290,20170918,  139
  290,20170919,  151
  290,20170920,  163
  290,20170921,  189
  290,20170922,  196
  290,20170923,  189
  290,20170924,  192
  290,20170925,  178
  290,20170926,  185
  290,20170927,  200
  290,20170928,  188
  290,20170929,  220
  290,20170930,  163
  290,20171001,  185
  290,20171002,  187
  290,20171003,  165
  290,20171004,  141
  290,20171005,  155
  290,20171006,  147
  290,20171007,  127
  290,20171008,  157
  290,20171009,  143
  290,20171010,  152
  290,20171011,  159
  290,20171012,  157
  290,20171013,  189
  290,20171014,  210
  290,20171015,  225
  290,20171016,  239
  290,20171017,  173
  290,20171018,  185
  290,20171019,  206
  290,20171020,  173
  290,20171021,  167
  290,20171022,  129
  290,20171023,  133
  290,20171024,  167
  290,20171025,  162
  290,20171026,  161
  290,20171027,  139
  290,20171028,  139
  290,20171030,  107
  290,20171031,  116
  290,20171101,  129
  290,20171102,  124
  290,20171103,  115
  290,20171104,  139
  290,20171105,  114
  290,20171106,  106
  290,20171107,   56
  290,20171108,   82
  290,20171109,   87
  290,20171110,   97
  290,20171111,   83
  290,20171112,   62
  290,20171113,   97
  290,20171114,   81
  290,20171115,   91
  290,20171116,   99
  290,20171117,  101
  290,20171118,   83
  290,20171119,   82
  290,20171120,  108
  290,20171121,  120
  290,20171122,  118
  290,20171123,  146
  290,20171124,   82
  290,20171125,   63
  290,20171126,   49
  290,20171127,   76
  290,20171128,   66
  290,20171129,   23
  290,20171130,   42
  290,20171201,   41
  312,20161201,     
  312,20161202,     
  312,20161203,     
  312,20161204,     
  312,20161205,     
  312,20161206,     
  312,20161207,     
  312,20161208,     
  312,20161209,     
  312,20161210,     
  312,20161211,     
  312,20161212,     
  312,20161213,     
  312,20161214,     
  312,20161215,     
  312,20161216,     
  312,20161217,     
  312,20161218,     
  312,20161219,     
  312,20161220,     
  312,20161221,     
  312,20161222,     
  312,20161223,     
  312,20161224,     
  312,20161225,     
  312,20161226,     
  312,20161227,     
  312,20161228,     
  312,20161229,     
  312,20161230,     
  312,20161231,     
  312,20170101,     
  312,20170102,     
  312,20170103,     
  312,20170104,     
  312,20170105,     
  312,20170106,     
  312,20170107,     
  312,20170108,     
  312,20170109,     
  312,20170110,     
  312,20170111,     
  312,20170112,     
  312,20170113,     
  312,20170114,     
  312,20170115,     
  312,20170116,     
  312,20170117,     
  312,20170118,     
  312,20170119,     
  312,20170120,     
  312,20170121,     
  312,20170122,     
  312,20170123,     
  312,20170124,     
  312,20170125,     
  312,20170126,     
  312,20170127,     
  312,20170128,     
  312,20170129,     
  312,20170130,     
  312,20170131,     
  312,20170201,     
  312,20170202,     
  312,20170203,     
  312,20170204,     
  312,20170205,     
  312,20170206,     
  312,20170207,     
  312,20170208,     
  312,20170209,     
  312,20170210,     
  312,20170211,     
  312,20170212,     
  312,20170213,     
  312,20170214,     
  312,20170215,     
  312,20170216,     
  312,20170217,     
  312,20170218,     
  312,20170219,     
  312,20170220,     
  312,20170221,     
  312,20170222,     
  312,20170223,     
  312,20170224,     
  312,20170225,     
  312,20170226,     
  312,20170227,     
  312,20170228,     
  312,20170301,     
  312,20170302,     
  312,20170303,     
  312,20170304,     
  312,20170305,     
  312,20170306,     
  312,20170307,     
  312,20170308,     
  312,20170309,     
  312,20170310,     
  312,20170311,     
  312,20170312,     
  312,20170313,     
  312,20170314,     
  312,20170315,     
  312,20170316,     
  312,20170317,     
  312,20170318,     
  312,20170319,     
  312,20170320,     
  312,20170321,     
  312,20170322,     
  312,20170323,     
  312,20170324,     
  312,20170325,     
  312,20170326,     
  312,20170327,     
  312,20170328,     
  312,20170329,     
  312,20170330,     
  312,20170331,     
  312,20170401,     
  312,20170402,     
  312,20170403,     
  312,20170404,     
  312,20170405,     
  312,20170406,     
  312,20170407,     
  312,20170408,     
  312,20170409,     
  312,20170410,     
  312,20170411,     
  312,20170412,     
  312,20170413,     
  312,20170414,     
  312,20170415,     
  312,20170416,     
  312,20170417,     
  312,20170418,     
  312,20170419,     
  312,20170420,     
  312,20170421,     
  312,20170422,     
  312,20170423,     
  312,20170424,     
  312,20170425,     
  312,20170426,     
  312,20170427,     
  312,20170428,     
  312,20170429,     
  312,20170430,     
  312,20170501,     
  312,20170502,     
  312,20170503,     
  312,20170504,     
  312,20170505,     
  312,20170506,     
  312,20170507,     
  312,20170508,     
  312,20170509,     
  312,20170510,     
  312,20170511,     
  312,20170512,     
  312,20170513,     
  312,20170514,     
  312,20170515,     
  312,20170516,     
  312,20170517,     
  312,20170518,     
  312,20170519,     
  312,20170520,     
  312,20170521,     
  312,20170522,     
  312,20170523,     
  312,20170524,     
  312,20170525,     
  312,20170526,     
  312,20170527,     
  312,20170528,     
  312,20170529,     
  312,20170530,     
  312,20170531,     
  312,20170601,     
  312,20170602,     
  312,20170603,     
  312,20170604,     
  312,20170605,     
  312,20170606,     
  312,20170607,     
  312,20170608,     
  312,20170609,     
  312,20170610,     
  312,20170611,     
  312,20170612,     
  312,20170613,     
  312,20170614,     
  312,20170615,     
  312,20170616,     
  312,20170617,     
  312,20170618,     
  312,20170619,     
  312,20170620,     
  312,20170621,     
  312,20170622,     
  312,20170623,     
  312,20170624,     
  312,20170625,     
  312,20170626,     
  312,20170627,     
  312,20170628,     
  312,20170629,     
  312,20170630,     
  312,20170701,     
  312,20170702,     
  312,20170703,     
  312,20170704,     
  312,20170705,     
  312,20170706,     
  312,20170707,     
  312,20170708,     
  312,20170709,     
  312,20170710,     
  312,20170711,     
  312,20170712,     
  312,20170713,     
  312,20170714,     
  312,20170715,     
  312,20170716,     
  312,20170717,     
  312,20170718,     
  312,20170719,     
  312,20170720,     
  312,20170721,     
  312,20170722,     
  312,20170723,     
  312,20170724,     
  312,20170725,     
  312,20170726,     
  312,20170727,     
  312,20170728,     
  312,20170729,     
  312,20170730,     
  312,20170731,     
  312,20170801,     
  312,20170802,     
  312,20170803,     
  312,20170804,     
  312,20170805,     
  312,20170806,     
  312,20170807,     
  312,20170808,     
  312,20170809,     
  312,20170810,     
  312,20170811,     
  312,20170812,     
  312,20170813,     
  312,20170814,     
  312,20170815,     
  312,20170816,     
  312,20170817,     
  312,20170818,     
  312,20170819,     
  312,20170820,     
  312,20170821,     
  312,20170822,     
  312,20170823,     
  312,20170824,     
  312,20170825,     
  312,20170826,     
  312,20170827,     
  312,20170828,     
  312,20170829,     
  312,20170830,     
  312,20170831,     
  312,20170901,     
  312,20170902,     
  312,20170903,     
  312,20170904,     
  312,20170905,     
  312,20170906,     
  312,20170907,     
  312,20170908,     
  312,20170909,     
  312,20170910,     
  312,20170911,     
  312,20170912,     
  312,20170913,     
  312,20170914,     
  312,20170915,     
  312,20170916,     
  312,20170917,     
  312,20170918,     
  312,20170919,     
  312,20170920,     
  312,20170921,     
  312,20170922,     
  312,20170923,     
  312,20170924,     
  312,20170925,     
  312,20170926,     
  312,20170927,     
  312,20170928,     
  312,20170929,     
  312,20170930,     
  312,20171001,     
  312,20171002,     
  312,20171003,     
  312,20171004,     
  312,20171005,     
  312,20171006,     
  312,20171007,     
  312,20171008,     
  312,20171009,     
  312,20171010,     
  312,20171011,     
  312,20171012,     
  312,20171013,     
  312,20171014,     
  312,20171015,     
  312,20171016,     
  312,20171017,     
  312,20171018,     
  312,20171019,     
  312,20171020,     
  312,20171021,     
  312,20171022,     
  312,20171023,     
  312,20171024,     
  312,20171025,     
  312,20171026,     
  312,20171027,     
  312,20171028,     
  312,20171030,     
  312,20171031,     
  312,20171101,     
  312,20171102,     
  312,20171103,     
  312,20171104,     
  312,20171105,     
  312,20171106,     
  312,20171107,     
  312,20171108,     
  312,20171109,     
  312,20171110,     
  312,20171111,     
  312,20171112,     
  312,20171113,     
  312,20171114,     
  312,20171115,     
  312,20171116,     
  312,20171117,     
  312,20171118,     
  312,20171119,     
  312,20171120,     
  312,20171121,     
  312,20171122,     
  312,20171123,     
  312,20171124,     
  312,20171125,     
  312,20171126,     
  312,20171127,     
  312,20171128,     
  312,20171129,     
  312,20171130,     
  312,20171201,     
  319,20161201,   70
  319,20161202,  105
  319,20161203,   67
  319,20161204,   45
  319,20161205,   63
  319,20161206,   80
  319,20161207,  102
  319,20161208,   99
  319,20161209,  124
  319,20161210,  103
  319,20161211,  102
  319,20161212,   67
  319,20161213,   77
  319,20161214,  109
  319,20161215,   80
  319,20161216,   99
  319,20161217,   79
  319,20161218,   78
  319,20161219,   80
  319,20161220,   46
  319,20161221,   74
  319,20161222,   74
  319,20161223,   82
  319,20161224,   92
  319,20161225,  115
  319,20161226,  116
  319,20161227,   86
  319,20161228,   21
  319,20161229,    8
  319,20161230,   40
  319,20161231,    7
  319,20170101,    5
  319,20170102,   70
  319,20170103,   56
  319,20170104,   77
  319,20170105,   52
  319,20170106,   12
  319,20170107,   25
  319,20170108,   77
  319,20170109,   75
  319,20170110,   73
  319,20170111,  108
  319,20170112,   74
  319,20170113,   57
  319,20170114,   52
  319,20170115,   23
  319,20170116,   46
  319,20170117,   -4
  319,20170118,   -8
  319,20170119,   26
  319,20170120,   39
  319,20170121,   37
  319,20170122,   35
  319,20170123,   25
  319,20170124,   11
  319,20170125,    3
  319,20170126,    0
  319,20170127,   67
  319,20170128,  100
  319,20170129,   65
  319,20170130,   76
  319,20170131,   38
  319,20170201,   94
  319,20170202,  134
  319,20170203,  119
  319,20170204,   74
  319,20170205,   78
  319,20170206,   78
  319,20170207,   58
  319,20170208,   48
  319,20170209,   17
  319,20170210,   -4
  319,20170211,    8
  319,20170212,   61
  319,20170213,   83
  319,20170214,  129
  319,20170215,  145
  319,20170216,  112
  319,20170217,   92
  319,20170218,  109
  319,20170219,   95
  319,20170220,  113
  319,20170221,  116
  319,20170222,  112
  319,20170223,  113
  319,20170224,   80
  319,20170225,   97
  319,20170226,  116
  319,20170227,  110
  319,20170228,   65
  319,20170301,   96
  319,20170302,   95
  319,20170303,  115
  319,20170304,  113
  319,20170305,   93
  319,20170306,   80
  319,20170307,   97
  319,20170308,  114
  319,20170309,  141
  319,20170310,  119
  319,20170311,  133
  319,20170312,  175
  319,20170313,  126
  319,20170314,  124
  319,20170315,  155
  319,20170316,  174
  319,20170317,  108
  319,20170318,  140
  319,20170319,  132
  319,20170320,  119
  319,20170321,  102
  319,20170322,  127
  319,20170323,  152
  319,20170324,  143
  319,20170325,  157
  319,20170326,  155
  319,20170327,  179
  319,20170328,  205
  319,20170329,  170
  319,20170330,  220
  319,20170331,  198
  319,20170401,  147
  319,20170402,  168
  319,20170403,  159
  319,20170404,  144
  319,20170405,  135
  319,20170406,  121
  319,20170407,  137
  319,20170408,  160
  319,20170409,  229
  319,20170410,  137
  319,20170411,  152
  319,20170412,  132
  319,20170413,  134
  319,20170414,  147
  319,20170415,  127
  319,20170416,  123
  319,20170417,  114
  319,20170418,  112
  319,20170419,  101
  319,20170420,  133
  319,20170421,  152
  319,20170422,  129
  319,20170423,  127
  319,20170424,  155
  319,20170425,  105
  319,20170426,  111
  319,20170427,  105
  319,20170428,  121
  319,20170429,  147
  319,20170430,  211
  319,20170501,  147
  319,20170502,  133
  319,20170503,  138
  319,20170504,  156
  319,20170505,  129
  319,20170506,  210
  319,20170507,  123
  319,20170508,  145
  319,20170509,  145
  319,20170510,  184
  319,20170511,  241
  319,20170512,  209
  319,20170513,  182
  319,20170514,  192
  319,20170515,  213
  319,20170516,  259
  319,20170517,  285
  319,20170518,  188
  319,20170519,  170
  319,20170520,  183
  319,20170521,  209
  319,20170522,  251
  319,20170523,  205
  319,20170524,  223
  319,20170525,  251
  319,20170526,  281
  319,20170527,  313
  319,20170528,  273
  319,20170529,  302
  319,20170530,  219
  319,20170531,  247
  319,20170601,  256
  319,20170602,  274
  319,20170603,  241
  319,20170604,  207
  319,20170605,  228
  319,20170606,  179
  319,20170607,  195
  319,20170608,  248
  319,20170609,  209
  319,20170610,  258
  319,20170611,  288
  319,20170612,  193
  319,20170613,  226
  319,20170614,  264
  319,20170615,  279
  319,20170616,  213
  319,20170617,  259
  319,20170618,  283
  319,20170619,  320
  319,20170620,  306
  319,20170621,  330
  319,20170622,  334
  319,20170623,  252
  319,20170624,  189
  319,20170625,  241
  319,20170626,  230
  319,20170627,  236
  319,20170628,  222
  319,20170629,  226
  319,20170630,  210
  319,20170701,  189
  319,20170702,  195
  319,20170703,  240
  319,20170704,  252
  319,20170705,  269
  319,20170706,  263
  319,20170707,  277
  319,20170708,  253
  319,20170709,  250
  319,20170710,  258
  319,20170711,  226
  319,20170712,  199
  319,20170713,  216
  319,20170714,  212
  319,20170715,  232
  319,20170716,  251
  319,20170717,  240
  319,20170718,  278
  319,20170719,  316
  319,20170720,  257
  319,20170721,  261
  319,20170722,  237
  319,20170723,  227
  319,20170724,  213
  319,20170725,  221
  319,20170726,  249
  319,20170727,  235
  319,20170728,  232
  319,20170729,  242
  319,20170730,  243
  319,20170731,  249
  319,20170801,  236
  319,20170802,  219
  319,20170803,  241
  319,20170804,  248
  319,20170805,  228
  319,20170806,  235
  319,20170807,  242
  319,20170808,  184
  319,20170809,  216
  319,20170810,  196
  319,20170811,  219
  319,20170812,  225
  319,20170813,  218
  319,20170814,  259
  319,20170815,  229
  319,20170816,  243
  319,20170817,  221
  319,20170818,  219
  319,20170819,  210
  319,20170820,  206
  319,20170821,  210
  319,20170822,  246
  319,20170823,  286
  319,20170824,  234
  319,20170825,  250
  319,20170826,  262
  319,20170827,  266
  319,20170828,  280
  319,20170829,  314
  319,20170830,  214
  319,20170831,  200
  319,20170901,  197
  319,20170902,  201
  319,20170903,  202
  319,20170904,  195
  319,20170905,  232
  319,20170906,  182
  319,20170907,  195
  319,20170908,  171
  319,20170909,  179
  319,20170910,  180
  319,20170911,  169
  319,20170912,  184
  319,20170913,  188
  319,20170914,  139
  319,20170915,  159
  319,20170916,  150
  319,20170917,  173
  319,20170918,  157
  319,20170919,  180
  319,20170920,  184
  319,20170921,  193
  319,20170922,  185
  319,20170923,  187
  319,20170924,  208
  319,20170925,  201
  319,20170926,  194
  319,20170927,  208
  319,20170928,  204
  319,20170929,  241
  319,20170930,  165
  319,20171001,  163
  319,20171002,  184
  319,20171003,  162
  319,20171004,  147
  319,20171005,  159
  319,20171006,  153
  319,20171007,  138
  319,20171008,  154
  319,20171009,  163
  319,20171010,  173
  319,20171011,  162
  319,20171012,  173
  319,20171013,  191
  319,20171014,  208
  319,20171015,  230
  319,20171016,  246
  319,20171017,  170
  319,20171018,  199
  319,20171019,  214
  319,20171020,  169
  319,20171021,  169
  319,20171022,  129
  319,20171023,  158
  319,20171024,  178
  319,20171025,  167
  319,20171026,  176
  319,20171027,  150
  319,20171028,  150
  319,20171030,  116
  319,20171031,  117
  319,20171101,  136
  319,20171102,  137
  319,20171103,  146
  319,20171104,  137
  319,20171105,  100
  319,20171106,  110
  319,20171107,  102
  319,20171108,   76
  319,20171109,  109
  319,20171110,  123
  319,20171111,   98
  319,20171112,   92
  319,20171113,  107
  319,20171114,   96
  319,20171115,  111
  319,20171116,  112
  319,20171117,  121
  319,20171118,   96
  319,20171119,   97
  319,20171120,  123
  319,20171121,  128
  319,20171122,  133
  319,20171123,  148
  319,20171124,  105
  319,20171125,   69
  319,20171126,   78
  319,20171127,   94
  319,20171128,   64
  319,20171129,   67
  319,20171130,   44
  319,20171201,   49
  344,20161201,   95
  344,20161202,  103
  344,20161203,   75
  344,20161204,   39
  344,20161205,   59
  344,20161206,   77
  344,20161207,  103
  344,20161208,  111
  344,20161209,  106
  344,20161210,   99
  344,20161211,  104
  344,20161212,   89
  344,20161213,   76
  344,20161214,   97
  344,20161215,   74
  344,20161216,   93
  344,20161217,   88
  344,20161218,   94
  344,20161219,   74
  344,20161220,   36
  344,20161221,   69
  344,20161222,   76
  344,20161223,   82
  344,20161224,   98
  344,20161225,  117
  344,20161226,  117
  344,20161227,   94
  344,20161228,   47
  344,20161229,   14
  344,20161230,   43
  344,20161231,   41
  344,20170101,   26
  344,20170102,   67
  344,20170103,   71
  344,20170104,   77
  344,20170105,   42
  344,20170106,    5
  344,20170107,   31
  344,20170108,   77
  344,20170109,   67
  344,20170110,   79
  344,20170111,  102
  344,20170112,   73
  344,20170113,   65
  344,20170114,   50
  344,20170115,   43
  344,20170116,   34
  344,20170117,   -2
  344,20170118,  -12
  344,20170119,   28
  344,20170120,   45
  344,20170121,   42
  344,20170122,   49
  344,20170123,   38
  344,20170124,   70
  344,20170125,   12
  344,20170126,   -6
  344,20170127,   75
  344,20170128,   99
  344,20170129,   61
  344,20170130,   73
  344,20170131,   52
  344,20170201,   78
  344,20170202,  132
  344,20170203,  115
  344,20170204,   71
  344,20170205,   73
  344,20170206,   71
  344,20170207,   50
  344,20170208,   17
  344,20170209,   -1
  344,20170210,  -11
  344,20170211,    8
  344,20170212,   31
  344,20170213,   63
  344,20170214,   97
  344,20170215,  136
  344,20170216,   97
  344,20170217,   86
  344,20170218,   88
  344,20170219,   91
  344,20170220,  109
  344,20170221,  115
  344,20170222,  104
  344,20170223,  106
  344,20170224,   84
  344,20170225,   90
  344,20170226,  108
  344,20170227,  105
  344,20170228,   63
  344,20170301,   89
  344,20170302,   85
  344,20170303,  101
  344,20170304,  119
  344,20170305,  102
  344,20170306,  105
  344,20170307,   97
  344,20170308,  107
  344,20170309,  136
  344,20170310,  114
  344,20170311,  125
  344,20170312,  150
  344,20170313,  118
  344,20170314,  130
  344,20170315,  143
  344,20170316,  160
  344,20170317,   94
  344,20170318,  131
  344,20170319,  133
  344,20170320,  113
  344,20170321,   93
  344,20170322,  125
  344,20170323,  138
  344,20170324,  136
  344,20170325,  138
  344,20170326,  129
  344,20170327,  172
  344,20170328,  188
  344,20170329,  149
  344,20170330,  214
  344,20170331,  200
  344,20170401,  135
  344,20170402,  155
  344,20170403,  143
  344,20170404,  151
  344,20170405,  123
  344,20170406,  110
  344,20170407,  142
  344,20170408,  155
  344,20170409,  210
  344,20170410,  144
  344,20170411,  133
  344,20170412,  116
  344,20170413,  124
  344,20170414,  126
  344,20170415,  123
  344,20170416,  113
  344,20170417,  108
  344,20170418,  111
  344,20170419,   90
  344,20170420,  119
  344,20170421,  141
  344,20170422,  114
  344,20170423,  112
  344,20170424,  131
  344,20170425,   98
  344,20170426,  111
  344,20170427,  105
  344,20170428,  119
  344,20170429,  137
  344,20170430,  189
  344,20170501,  137
  344,20170502,  137
  344,20170503,  140
  344,20170504,  145
  344,20170505,  126
  344,20170506,  185
  344,20170507,  137
  344,20170508,  157
  344,20170509,  141
  344,20170510,  156
  344,20170511,  234
  344,20170512,  208
  344,20170513,  181
  344,20170514,  195
  344,20170515,  212
  344,20170516,  266
  344,20170517,  298
  344,20170518,  189
  344,20170519,  172
  344,20170520,  175
  344,20170521,  203
  344,20170522,  248
  344,20170523,  195
  344,20170524,  213
  344,20170525,  239
  344,20170526,  263
  344,20170527,  313
  344,20170528,  240
  344,20170529,  269
  344,20170530,  197
  344,20170531,  219
  344,20170601,  234
  344,20170602,  261
  344,20170603,  222
  344,20170604,  187
  344,20170605,  226
  344,20170606,  190
  344,20170607,  178
  344,20170608,  235
  344,20170609,  194
  344,20170610,  248
  344,20170611,  278
  344,20170612,  192
  344,20170613,  207
  344,20170614,  245
  344,20170615,  254
  344,20170616,  192
  344,20170617,  233
  344,20170618,  279
  344,20170619,  302
  344,20170620,  284
  344,20170621,  293
  344,20170622,  292
  344,20170623,  234
  344,20170624,  191
  344,20170625,  194
  344,20170626,  199
  344,20170627,  230
  344,20170628,  221
  344,20170629,  209
  344,20170630,  209
  344,20170701,  188
  344,20170702,  194
  344,20170703,  221
  344,20170704,  240
  344,20170705,  247
  344,20170706,  263
  344,20170707,  245
  344,20170708,  245
  344,20170709,  241
  344,20170710,  267
  344,20170711,  212
  344,20170712,  188
  344,20170713,  202
  344,20170714,  195
  344,20170715,  219
  344,20170716,  218
  344,20170717,  233
  344,20170718,  263
  344,20170719,  294
  344,20170720,  255
  344,20170721,  233
  344,20170722,  240
  344,20170723,  202
  344,20170724,  199
  344,20170725,  204
  344,20170726,  236
  344,20170727,  212
  344,20170728,  206
  344,20170729,  214
  344,20170730,  217
  344,20170731,  224
  344,20170801,  235
  344,20170802,  221
  344,20170803,  221
  344,20170804,  213
  344,20170805,  202
  344,20170806,  209
  344,20170807,  212
  344,20170808,  182
  344,20170809,  215
  344,20170810,  199
  344,20170811,  209
  344,20170812,  211
  344,20170813,  216
  344,20170814,  252
  344,20170815,  215
  344,20170816,  228
  344,20170817,  211
  344,20170818,  206
  344,20170819,  192
  344,20170820,  190
  344,20170821,  215
  344,20170822,  239
  344,20170823,  261
  344,20170824,  210
  344,20170825,  234
  344,20170826,  245
  344,20170827,  249
  344,20170828,  259
