# BRON: KONINKLIJK NEDERLANDS METEOROLOGISCH INSTITUUT (KNMI)
# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van dagwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde reeks maandtemperaturen van De Bilt <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/gehomogeniseerde-reeks-maandtemperaturen-de-bilt> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# 
# STN      LON(east)   LAT(north)     ALT(m)  NAME
# 240:         4.790       52.318      -3.30  SCHIPHOL
# 260:         5.180       52.100       1.90  DE BILT
# 269:         5.520       52.458      -3.70  LELYSTAD
# 270:         5.752       53.224       1.20  LEEUWARDEN
# 280:         6.585       53.125       5.20  EELDE
# 283:         6.657       52.069      29.10  HUPSEL
# 290:         6.891       52.274      34.80  TWENTHE
# 312:         3.622       51.768       0.00  OOSTERSCHELDE
# 319:         3.861       51.226       1.70  WESTDORPE
# 344:         4.447       51.962      -4.30  ROTTERDAM
# 370:         5.377       51.451      22.60  EINDHOVEN
# 380:         5.762       50.906     114.30  MAASTRICHT
# 
# YYYYMMDD = Datum (YYYY=jaar MM=maand DD=dag); 
# TX       = Maximum temperatuur (in 0.1 graden Celsius); 
# 
# STN,YYYYMMDD,   TX
# 
  269,20170425,   93
  269,20170426,  108
  269,20170427,  113
  269,20170428,  116
  269,20170429,  130
  269,20170430,  190
  269,20170501,  124
  269,20170502,  150
  269,20170503,  150
  269,20170504,  132
  269,20170505,  110
  269,20170506,  187
  269,20170507,  159
  269,20170508,  152
  269,20170509,  133
  269,20170510,  141
  269,20170511,  241
  269,20170512,  200
  269,20170513,  191
  269,20170514,  214
  269,20170515,  210
  269,20170516,  262
  269,20170517,  290
  269,20170518,  214
  269,20170519,  161
  269,20170520,  171
  269,20170521,  192
  269,20170522,  249
  269,20170523,  201
  269,20170524,  213
  269,20170525,  216
  269,20170526,  272
  269,20170527,  311
  269,20170528,  252
  269,20170529,  292
  269,20170530,  209
  269,20170531,  210
  269,20170601,  226
  269,20170602,  255
  269,20170603,  239
  269,20170604,  206
  269,20170605,  225
  269,20170606,  182
  269,20170607,  167
  269,20170608,  236
  269,20170609,  188
  269,20170610,  232
  269,20170611,  279
  269,20170612,  188
  269,20170613,  198
  269,20170614,  238
  269,20170615,  271
  269,20170616,  188
  269,20170617,  226
  269,20170618,  264
  269,20170619,  290
  269,20170620,  258
  269,20170621,  267
  269,20170622,  295
  269,20170623,  223
  269,20170624,  198
  269,20170625,  191
  269,20170626,  200
  269,20170627,  221
  269,20170628,  228
  269,20170629,  203
  269,20170630,  202
  269,20170701,  198
  269,20170702,  195
  269,20170703,  227
  269,20170704,  217
  269,20170705,  244
  269,20170706,  263
  269,20170707,  258
  269,20170708,  227
  269,20170709,  231
  269,20170710,  258
  269,20170711,  212
  269,20170712,  181
  269,20170713,  200
  269,20170714,  191
  269,20170715,  208
  269,20170716,  218
  269,20170717,  223
  269,20170718,  243
  269,20170719,  286
  269,20170720,  251
  269,20170721,  226
  269,20170722,  262
  269,20170723,  199
  269,20170724,  197
  269,20170725,  195
  269,20170726,  231
  269,20170727,  219
  269,20170728,  216
  269,20170729,  228
  269,20170730,  231
  269,20170731,  228
  269,20170801,  226
  269,20170802,  220
  269,20170803,  224
  269,20170804,  219
  269,20170805,  206
  269,20170806,  210
  269,20170807,  224
  269,20170808,  204
  269,20170809,  213
  269,20170810,  208
  269,20170811,  204
  269,20170812,  218
  269,20170813,  209
  269,20170814,  241
  269,20170815,  215
  269,20170816,  231
  269,20170817,  193
  269,20170818,  205
  269,20170819,  194
  269,20170820,  194
  269,20170821,  212
  269,20170822,  230
  269,20170823,  256
  269,20170824,  220
  269,20170825,  223
  269,20170826,  238
  269,20170827,  236
  269,20170828,  254
  269,20170829,  283
  269,20170830,  218
  269,20170831,  193
  269,20170901,  205
  269,20170902,  195
  269,20170903,  203
  269,20170904,  230
  269,20170905,  221
  269,20170906,  185
  269,20170907,  189
  269,20170908,  162
  269,20170909,  180
  269,20170910,  179
  269,20170911,  173
  269,20170912,  176
  269,20170913,  166
  269,20170914,  153
  269,20170915,  160
  269,20170916,  132
  269,20170917,  167
  269,20170918,  165
  269,20170919,  174
  269,20170920,  181
  269,20170921,  185
  269,20170922,  184
  269,20170923,  180
  269,20170924,  194
  269,20170925,  172
  269,20170926,  166
  269,20170927,  198
  269,20170928,  186
  269,20170929,  222
  269,20170930,  158
  269,20171001,  181
  269,20171002,  177
  269,20171003,  162
  269,20171004,  150
  269,20171005,  158
  269,20171006,  149
  269,20171007,  143
  269,20171008,  142
  269,20171009,  141
  269,20171010,  157
  269,20171011,  159
  269,20171012,  150
  269,20171013,  179
  269,20171014,  192
  269,20171015,  218
  269,20171016,  233
  269,20171017,  165
  269,20171018,  183
  269,20171019,  206
  269,20171020,  171
  269,20171021,  172
  269,20171022,  135
  269,20171023,  142
  269,20171024,  165
  269,20171025,  165
  269,20171026,  160
  269,20171027,  141
  269,20171028,  147
  269,20171030,  113
  269,20171031,  112
  269,20171101,  133
  269,20171102,  145
  269,20171103,  125
  269,20171104,  131
  269,20171105,  108
  269,20171106,  106
  269,20171107,   95
  269,20171108,   75
  269,20171109,  109
  269,20171110,  105
  269,20171111,   93
  269,20171112,   76
  269,20171113,   96
  269,20171114,   93
  269,20171115,  101
  269,20171116,  106
  269,20171117,  101
  269,20171118,   97
  269,20171119,   93
  269,20171120,  112
  269,20171121,  122
  269,20171122,  126
  269,20171123,  135
  269,20171124,   86
  269,20171125,   64
  269,20171126,   72
  269,20171127,   92
  269,20171128,   68
  269,20171129,   40
  269,20171130,   47
  269,20171201,   36
  270,20161201,   95
  270,20161202,   89
  270,20161203,   84
  270,20161204,   40
  270,20161205,   35
  270,20161206,   30
  270,20161207,   66
  270,20161208,   97
  270,20161209,  100
  270,20161210,  104
  270,20161211,   93
  270,20161212,   89
  270,20161213,   68
  270,20161214,   85
  270,20161215,   85
  270,20161216,   59
  270,20161217,   84
  270,20161218,   89
  270,20161219,   83
  270,20161220,   33
  270,20161221,   57
  270,20161222,   75
  270,20161223,   74
  270,20161224,   93
  270,20161225,  110
  270,20161226,  107
  270,20161227,   89
  270,20161228,   78
  270,20161229,   26
  270,20161230,   51
  270,20161231,   76
  270,20170101,   58
  270,20170102,   57
  270,20170103,   78
  270,20170104,   78
  270,20170105,   26
  270,20170106,   -4
  270,20170107,   53
  270,20170108,   67
  270,20170109,   59
  270,20170110,   68
  270,20170111,   85
  270,20170112,   60
  270,20170113,   58
  270,20170114,   48
  270,20170115,   49
  270,20170116,   21
  270,20170117,  -25
  270,20170118,  -12
  270,20170119,   29
  270,20170120,   38
  270,20170121,   48
  270,20170122,   19
  270,20170123,   25
  270,20170124,    8
  270,20170125,   12
  270,20170126,   11
  270,20170127,   43
  270,20170128,   72
  270,20170129,   61
  270,20170130,   40
  270,20170131,   41
  270,20170201,   47
  270,20170202,  113
  270,20170203,  101
  270,20170204,   77
  270,20170205,   55
  270,20170206,   49
  270,20170207,   19
  270,20170208,   -1
  270,20170209,  -18
  270,20170210,  -12
  270,20170211,   11
  270,20170212,   26
  270,20170213,   69
  270,20170214,   73
  270,20170215,  133
  270,20170216,   83
  270,20170217,   76
  270,20170218,   51
  270,20170219,   91
  270,20170220,  100
  270,20170221,   91
  270,20170222,   91
  270,20170223,   98
  270,20170224,   68
  270,20170225,   72
  270,20170226,   94
  270,20170227,   90
  270,20170228,   64
  270,20170301,   81
  270,20170302,   68
  270,20170303,   86
  270,20170304,  128
  270,20170305,  110
  270,20170306,   82
  270,20170307,   52
  270,20170308,   82
  270,20170309,  100
  270,20170310,  101
  270,20170311,  119
  270,20170312,  130
  270,20170313,  102
  270,20170314,  126
  270,20170315,  109
  270,20170316,  146
  270,20170317,   86
  270,20170318,   94
  270,20170319,  111
  270,20170320,  108
  270,20170321,   85
  270,20170322,  122
  270,20170323,  110
  270,20170324,  126
  270,20170325,  116
  270,20170326,  125
  270,20170327,  170
  270,20170328,  172
  270,20170329,  117
  270,20170330,  185
  270,20170331,  210
  270,20170401,  145
  270,20170402,  142
  270,20170403,  124
  270,20170404,  161
  270,20170405,  118
  270,20170406,  106
  270,20170407,  137
  270,20170408,  128
  270,20170409,  186
  270,20170410,  126
  270,20170411,  127
  270,20170412,  105
  270,20170413,  112
  270,20170414,  111
  270,20170415,  111
  270,20170416,  117
  270,20170417,   92
  270,20170418,   96
  270,20170419,   87
  270,20170420,  112
  270,20170421,  128
  270,20170422,  102
  270,20170423,  105
  270,20170424,  116
  270,20170425,   90
  270,20170426,   99
  270,20170427,   99
  270,20170428,  104
  270,20170429,  112
  270,20170430,  174
  270,20170501,  129
  270,20170502,  142
  270,20170503,  143
  270,20170504,  122
  270,20170505,  107
  270,20170506,  160
  270,20170507,  144
  270,20170508,  122
  270,20170509,  109
  270,20170510,  128
  270,20170511,  209
  270,20170512,  186
  270,20170513,  184
  270,20170514,  199
  270,20170515,  192
  270,20170516,  240
  270,20170517,  280
  270,20170518,  205
  270,20170519,  168
  270,20170520,  171
  270,20170521,  184
  270,20170522,  239
  270,20170523,  185
  270,20170524,  192
  270,20170525,  206
  270,20170526,  228
  270,20170527,  296
  270,20170528,  218
  270,20170529,  233
  270,20170530,  183
  270,20170531,  179
  270,20170601,  212
  270,20170602,  246
  270,20170603,  230
  270,20170604,  196
  270,20170605,  207
  270,20170606,  180
  270,20170607,  154
  270,20170608,  198
  270,20170609,  180
  270,20170610,  204
  270,20170611,  252
  270,20170612,  174
  270,20170613,  182
  270,20170614,  220
  270,20170615,  267
  270,20170616,  176
  270,20170617,  207
  270,20170618,  259
  270,20170619,  290
  270,20170620,  198
  270,20170621,  242
  270,20170622,  258
  270,20170623,  192
  270,20170624,  187
  270,20170625,  175
  270,20170626,  182
  270,20170627,  207
  270,20170628,  212
  270,20170629,  194
  270,20170630,  186
  270,20170701,  197
  270,20170702,  188
  270,20170703,  199
  270,20170704,  190
  270,20170705,  212
  270,20170706,  237
  270,20170707,  245
  270,20170708,  195
  270,20170709,  216
  270,20170710,  237
  270,20170711,  206
  270,20170712,  176
  270,20170713,  189
  270,20170714,  186
  270,20170715,  200
  270,20170716,  202
  270,20170717,  202
  270,20170718,  220
  270,20170719,  292
  270,20170720,  222
  270,20170721,  223
  270,20170722,  262
  270,20170723,  199
  270,20170724,  190
  270,20170725,  194
  270,20170726,  215
  270,20170727,  203
  270,20170728,  203
  270,20170729,  217
  270,20170730,  220
  270,20170731,  214
  270,20170801,  212
  270,20170802,  217
  270,20170803,  209
  270,20170804,  206
  270,20170805,  197
  270,20170806,  198
  270,20170807,  213
  270,20170808,  233
  270,20170809,  199
  270,20170810,  198
  270,20170811,  194
  270,20170812,  202
  270,20170813,  193
  270,20170814,  235
  270,20170815,  225
  270,20170816,  228
  270,20170817,  191
  270,20170818,  198
  270,20170819,  186
  270,20170820,  191
  270,20170821,  193
  270,20170822,  207
  270,20170823,  235
  270,20170824,  208
  270,20170825,  224
  270,20170826,  222
  270,20170827,  219
  270,20170828,  237
  270,20170829,  260
  270,20170830,  186
  270,20170831,  189
  270,20170901,  196
  270,20170902,  184
  270,20170903,  195
  270,20170904,  215
  270,20170905,  204
  270,20170906,  173
  270,20170907,  188
  270,20170908,  178
  270,20170909,  178
  270,20170910,  173
  270,20170911,  164
  270,20170912,  167
  270,20170913,  156
  270,20170914,  153
  270,20170915,  162
  270,20170916,  154
  270,20170917,  150
  270,20170918,  153
  270,20170919,  168
  270,20170920,  176
  270,20170921,  179
  270,20170922,  173
  270,20170923,  180
  270,20170924,  186
  270,20170925,  165
  270,20170926,  163
  270,20170927,  187
  270,20170928,  184
  270,20170929,  198
  270,20170930,  163
  270,20171001,  174
  270,20171002,  171
  270,20171003,  159
  270,20171004,  142
  270,20171005,  157
  270,20171006,  146
  270,20171007,  143
  270,20171008,  142
  270,20171009,  142
  270,20171010,  156
  270,20171011,  161
  270,20171012,  148
  270,20171013,  167
  270,20171014,  183
  270,20171015,  208
  270,20171016,  220
  270,20171017,  161
  270,20171018,  152
  270,20171019,  191
  270,20171020,  164
  270,20171021,  163
  270,20171022,  135
  270,20171023,  143
  270,20171024,  158
  270,20171025,  156
  270,20171026,  151
  270,20171027,  139
  270,20171028,  145
  270,20171030,  112
  270,20171031,  120
  270,20171101,  146
  270,20171102,  142
  270,20171103,  113
  270,20171104,  123
  270,20171105,  101
  270,20171106,  109
  270,20171107,   87
  270,20171108,   77
  270,20171109,  109
  270,20171110,  112
  270,20171111,   97
  270,20171112,   80
  270,20171113,  100
  270,20171114,   99
  270,20171115,  104
  270,20171116,  103
  270,20171117,   99
  270,20171118,   88
  270,20171119,   93
  270,20171120,  105
  270,20171121,  113
  270,20171122,  118
  270,20171123,  135
  270,20171124,   92
  270,20171125,   66
  270,20171126,   76
  270,20171127,   91
  270,20171128,   72
  270,20171129,   67
  270,20171130,   45
  270,20171201,   45
  280,20161201,  100
  280,20161202,   88
  280,20161203,   81
  280,20161204,    7
  280,20161205,   43
  280,20161206,   27
  280,20161207,   78
  280,20161208,   92
  280,20161209,  103
  280,20161210,   96
  280,20161211,   91
  280,20161212,   86
  280,20161213,   65
  280,20161214,   86
  280,20161215,   84
  280,20161216,   59
  280,20161217,   76
  280,20161218,   81
  280,20161219,   72
  280,20161220,   23
  280,20161221,   59
  280,20161222,   75
  280,20161223,   72
  280,20161224,   92
  280,20161225,  112
  280,20161226,  111
  280,20161227,   91
  280,20161228,   71
  280,20161229,   41
  280,20161230,   12
  280,20161231,   50
  280,20170101,   44
  280,20170102,   51
  280,20170103,   79
  280,20170104,   77
  280,20170105,   23
  280,20170106,  -16
  280,20170107,   32
  280,20170108,   37
  280,20170109,   53
  280,20170110,   69
  280,20170111,   89
  280,20170112,   64
  280,20170113,   54
  280,20170114,   49
  280,20170115,   37
  280,20170116,   13
  280,20170117,  -24
  280,20170118,  -18
  280,20170119,   26
  280,20170120,   31
  280,20170121,   44
  280,20170122,   32
  280,20170123,   31
  280,20170124,   12
  280,20170125,    3
  280,20170126,   13
  280,20170127,   45
  280,20170128,   91
  280,20170129,   59
  280,20170130,   39
  280,20170131,   34
  280,20170201,   37
  280,20170202,  110
  280,20170203,  102
  280,20170204,   89
  280,20170205,   61
  280,20170206,   44
  280,20170207,   13
  280,20170208,   -2
  280,20170209,  -19
  280,20170210,  -12
  280,20170211,    7
  280,20170212,   25
  280,20170213,   61
  280,20170214,   65
  280,20170215,  141
  280,20170216,   75
  280,20170217,   75
  280,20170218,   79
  280,20170219,   98
  280,20170220,  108
  280,20170221,  101
  280,20170222,  100
  280,20170223,  103
  280,20170224,   71
  280,20170225,   75
  280,20170226,   98
  280,20170227,  109
  280,20170228,   63
  280,20170301,   97
  280,20170302,   73
  280,20170303,   92
  280,20170304,  132
  280,20170305,  114
  280,20170306,   93
  280,20170307,   53
  280,20170308,   81
  280,20170309,   97
  280,20170310,  110
  280,20170311,  121
  280,20170312,  122
  280,20170313,  118
  280,20170314,  143
  280,20170315,  120
  280,20170316,  161
  280,20170317,   99
  280,20170318,   98
  280,20170319,  115
  280,20170320,  113
  280,20170321,   99
  280,20170322,  124
  280,20170323,  119
  280,20170324,  132
  280,20170325,  124
  280,20170326,   98
  280,20170327,  171
  280,20170328,  181
  280,20170329,  119
  280,20170330,  200
  280,20170331,  227
  280,20170401,  169
  280,20170402,  159
  280,20170403,  149
  280,20170404,  160
  280,20170405,  123
  280,20170406,  112
  280,20170407,  149
  280,20170408,  132
  280,20170409,  202
  280,20170410,  127
  280,20170411,  120
  280,20170412,  105
  280,20170413,  115
  280,20170414,  114
  280,20170415,  117
  280,20170416,  117
  280,20170417,  101
  280,20170418,   96
  280,20170419,   83
  280,20170420,  130
  280,20170421,  140
  280,20170422,  105
  280,20170423,  105
  280,20170424,  122
  280,20170425,   95
  280,20170426,  102
  280,20170427,  108
  280,20170428,  112
  280,20170429,  124
  280,20170430,  169
  280,20170501,  161
  280,20170502,  144
  280,20170503,  160
  280,20170504,  115
  280,20170505,  100
  280,20170506,  165
  280,20170507,  166
  280,20170508,  128
  280,20170509,  126
  280,20170510,  142
  280,20170511,  221
  280,20170512,  189
  280,20170513,  201
  280,20170514,  209
  280,20170515,  212
  280,20170516,  238
  280,20170517,  284
  280,20170518,  216
  280,20170519,  176
  280,20170520,  182
  280,20170521,  190
  280,20170522,  243
  280,20170523,  225
  280,20170524,  187
  280,20170525,  211
  280,20170526,  236
  280,20170527,  304
  280,20170528,  249
  280,20170529,  257
  280,20170530,  215
  280,20170531,  196
  280,20170601,  223
  280,20170602,  255
  280,20170603,  242
  280,20170604,  213
  280,20170605,  219
  280,20170606,  193
  280,20170607,  149
  280,20170608,  214
  280,20170609,  195
  280,20170610,  222
  280,20170611,  285
  280,20170612,  180
  280,20170613,  195
  280,20170614,  232
  280,20170615,  280
  280,20170616,  190
  280,20170617,  217
  280,20170618,  273
  280,20170619,  301
  280,20170620,  205
  280,20170621,  247
  280,20170622,  303
  280,20170623,  221
  280,20170624,  198
  280,20170625,  185
  280,20170626,  194
  280,20170627,  214
  280,20170628,  214
  280,20170629,  209
  280,20170630,  194
  280,20170701,  207
  280,20170702,  188
  280,20170703,  214
  280,20170704,  197
  280,20170705,  214
  280,20170706,  244
  280,20170707,  260
  280,20170708,  204
  280,20170709,  222
  280,20170710,  250
  280,20170711,  219
  280,20170712,  172
  280,20170713,  199
  280,20170714,  202
  280,20170715,  210
  280,20170716,  214
  280,20170717,  214
  280,20170718,  227
  280,20170719,  289
  280,20170720,  248
  280,20170721,  220
  280,20170722,  261
  280,20170723,  210
  280,20170724,  181
  280,20170725,  194
  280,20170726,  227
  280,20170727,  210
  280,20170728,  207
  280,20170729,  229
  280,20170730,  236
  280,20170731,  228
  280,20170801,  222
  280,20170802,  223
  280,20170803,  217
  280,20170804,  213
  280,20170805,  205
  280,20170806,  207
  280,20170807,  224
  280,20170808,  228
  280,20170809,  215
  280,20170810,  203
  280,20170811,  193
  280,20170812,  210
  280,20170813,  199
  280,20170814,  233
  280,20170815,  243
  280,20170816,  234
  280,20170817,  195
  280,20170818,  221
  280,20170819,  194
  280,20170820,  194
  280,20170821,  204
  280,20170822,  209
  280,20170823,  236
  280,20170824,  221
  280,20170825,  231
  280,20170826,  232
  280,20170827,  220
  280,20170828,  248
  280,20170829,  277
  280,20170830,  224
  280,20170831,  189
  280,20170901,  198
  280,20170902,  188
  280,20170903,  201
  280,20170904,  223
  280,20170905,  224
  280,20170906,  179
  280,20170907,  188
  280,20170908,  171
  280,20170909,  170
  280,20170910,  189
  280,20170911,  182
  280,20170912,  178
  280,20170913,  150
  280,20170914,  152
  280,20170915,  172
  280,20170916,  152
  280,20170917,  163
  280,20170918,  151
  280,20170919,  167
  280,20170920,  166
  280,20170921,  193
  280,20170922,  194
  280,20170923,  185
  280,20170924,  193
  280,20170925,  171
  280,20170926,  171
  280,20170927,  189
  280,20170928,  173
  280,20170929,  212
  280,20170930,  158
  280,20171001,  178
  280,20171002,  176
  280,20171003,  160
  280,20171004,  140
  280,20171005,  155
  280,20171006,  149
  280,20171007,  141
  280,20171008,  147
  280,20171009,  137
  280,20171010,  151
  280,20171011,  153
  280,20171012,  149
  280,20171013,  176
  280,20171014,  181
  280,20171015,  219
  280,20171016,  227
  280,20171017,  168
  280,20171018,  159
  280,20171019,  199
  280,20171020,  166
  280,20171021,  165
  280,20171022,  142
  280,20171023,  140
  280,20171024,  163
  280,20171025,  165
  280,20171026,  161
  280,20171027,  144
  280,20171028,  142
  280,20171030,  117
  280,20171031,  118
  280,20171101,  145
  280,20171102,  136
  280,20171103,  108
  280,20171104,  124
  280,20171105,  103
  280,20171106,  109
  280,20171107,   50
  280,20171108,   76
  280,20171109,  101
  280,20171110,  104
  280,20171111,   93
  280,20171112,   63
  280,20171113,   97
  280,20171114,   93
  280,20171115,  103
  280,20171116,  104
  280,20171117,  100
  280,20171118,   80
  280,20171119,  100
  280,20171120,  103
  280,20171121,  115
  280,20171122,  122
  280,20171123,  135
  280,20171124,   88
  280,20171125,   69
  280,20171126,   74
  280,20171127,   86
  280,20171128,   75
  280,20171129,   37
  280,20171130,   46
  280,20171201,   44
  283,20161201,   90
  283,20161202,   91
  283,20161203,   48
  283,20161204,   32
  283,20161205,   46
  283,20161206,   47
  283,20161207,   68
  283,20161208,   81
  283,20161209,  102
  283,20161210,   93
  283,20161211,   96
  283,20161212,   83
  283,20161213,   69
  283,20161214,   85
  283,20161215,   73
  283,20161216,   64
  283,20161217,   65
  283,20161218,   83
  283,20161219,   65
  283,20161220,    5
  283,20161221,   58
  283,20161222,   61
  283,20161223,   81
  283,20161224,   84
  283,20161225,  115
  283,20161226,  116
  283,20161227,   86
  283,20161228,   39
  283,20161229,   51
  283,20161230,   33
  283,20161231,   12
  283,20170101,    7
  283,20170102,   43
  283,20170103,   55
  283,20170104,   68
  283,20170105,   19
  283,20170106,  -14
  283,20170107,    7
  283,20170108,   42
  283,20170109,   50
  283,20170110,   55
  283,20170111,   91
  283,20170112,   68
  283,20170113,   41
  283,20170114,   40
  283,20170115,   14
  283,20170116,   -4
  283,20170117,  -22
  283,20170118,   -8
  283,20170119,   16
  283,20170120,   31
  283,20170121,   31
  283,20170122,   25
  283,20170123,    1
  283,20170124,    9
  283,20170125,   -5
  283,20170126,   13
  283,20170127,   69
  283,20170128,   83
  283,20170129,   68
  283,20170130,   70
  283,20170131,   33
  283,20170201,   56
  283,20170202,  128
  283,20170203,  116
  283,20170204,   82
  283,20170205,   82
  283,20170206,   53
  283,20170207,   31
  283,20170208,   10
  283,20170209,   -6
  283,20170210,   -9
  283,20170211,   15
  283,20170212,   32
  283,20170213,   81
  283,20170214,   94
  283,20170215,  143
  283,20170216,  101
  283,20170217,   85
  283,20170218,   94
  283,20170219,   70
  283,20170220,  106
  283,20170221,  109
  283,20170222,  110
  283,20170223,  106
  283,20170224,   84
  283,20170225,   75
  283,20170226,  104
  283,20170227,  122
  283,20170228,   78
  283,20170301,   85
  283,20170302,   78
  283,20170303,  105
  283,20170304,  140
  283,20170305,  114
  283,20170306,   85
  283,20170307,   88
  283,20170308,   93
  283,20170309,  116
  283,20170310,  118
  283,20170311,  129
  283,20170312,  143
  283,20170313,  141
  283,20170314,  150
  283,20170315,  133
  283,20170316,  162
  283,20170317,  104
  283,20170318,  106
  283,20170319,  127
  283,20170320,  115
  283,20170321,  106
  283,20170322,  128
  283,20170323,  133
  283,20170324,  136
  283,20170325,  145
  283,20170326,  139
  283,20170327,  179
  283,20170328,  191
  283,20170329,  144
  283,20170330,  218
  283,20170331,  230
  283,20170401,  156
  283,20170402,  170
  283,20170403,  153
  283,20170404,  164
  283,20170405,  140
  283,20170406,  111
  283,20170407,  151
  283,20170408,  134
  283,20170409,  211
  283,20170410,  142
  283,20170411,  140
  283,20170412,  115
  283,20170413,  130
  283,20170414,  104
  283,20170415,  127
  283,20170416,  111
  283,20170417,  119
  283,20170418,  107
  283,20170419,   92
  283,20170420,  123
  283,20170421,  145
  283,20170422,  112
  283,20170423,  109
  283,20170424,  143
  283,20170425,  109
  283,20170426,  115
  283,20170427,  113
  283,20170428,  110
  283,20170429,  141
  283,20170430,  189
  283,20170501,  119
  283,20170502,  139
  283,20170503,  163
  283,20170504,  143
  283,20170505,  101
  283,20170506,  191
  283,20170507,  172
  283,20170508,  156
  283,20170509,  133
  283,20170510,  155
  283,20170511,  235
  283,20170512,  218
  283,20170513,  216
  283,20170514,  219
  283,20170515,  216
  283,20170516,  261
  283,20170517,  297
  283,20170518,  208
  283,20170519,  163
  283,20170520,  183
  283,20170521,  208
  283,20170522,  248
  283,20170523,  247
  283,20170524,  217
  283,20170525,  242
  283,20170526,  278
  283,20170527,  319
  283,20170528,  279
  283,20170529,  324
  283,20170530,  246
  283,20170531,  225
  283,20170601,  244
  283,20170602,  282
  283,20170603,  254
  283,20170604,  211
  283,20170605,  224
  283,20170606,  189
  283,20170607,  171
  283,20170608,  237
  283,20170609,  203
  283,20170610,  232
  283,20170611,  276
  283,20170612,  184
  283,20170613,  197
  283,20170614,  239
  283,20170615,  284
  283,20170616,  196
  283,20170617,  216
  283,20170618,  279
  283,20170619,  311
  283,20170620,  286
  283,20170621,  279
  283,20170622,  333
  283,20170623,  249
  283,20170624,  185
  283,20170625,  198
  283,20170626,  218
  283,20170627,  212
  283,20170628,  225
  283,20170629,  202
  283,20170630,  213
  283,20170701,  206
  283,20170702,  208
  283,20170703,  223
  283,20170704,  229
  283,20170705,  259
  283,20170706,  282
  283,20170707,  267
  283,20170708,  247
  283,20170709,  243
  283,20170710,  256
  283,20170711,  221
  283,20170712,  176
  283,20170713,  206
  283,20170714,  193
  283,20170715,  216
  283,20170716,  225
  283,20170717,  227
  283,20170718,  255
  283,20170719,  313
  283,20170720,  254
  283,20170721,  239
  283,20170722,  270
  283,20170723,  203
  283,20170724,  199
  283,20170725,  182
  283,20170726,  231
  283,20170727,  216
  283,20170728,  208
  283,20170729,  235
  283,20170730,  251
  283,20170731,  240
  283,20170801,  235
  283,20170802,  242
  283,20170803,  235
  283,20170804,  227
  283,20170805,  206
  283,20170806,  220
  283,20170807,  245
  283,20170808,  226
  283,20170809,  220
  283,20170810,  212
  283,20170811,  189
  283,20170812,  215
  283,20170813,  222
  283,20170814,  253
  283,20170815,  268
  283,20170816,  239
  283,20170817,  209
  283,20170818,  212
  283,20170819,  195
  283,20170820,  194
  283,20170821,  215
  283,20170822,  236
  283,20170823,  258
  283,20170824,  233
  283,20170825,  236
  283,20170826,  256
  283,20170827,  243
  283,20170828,  269
  283,20170829,  295
  283,20170830,  247
  283,20170831,  184
  283,20170901,  191
  283,20170902,  202
  283,20170903,  207
  283,20170904,  225
  283,20170905,  239
  283,20170906,  183
  283,20170907,  188
  283,20170908,  158
  283,20170909,  183
  283,20170910,  179
  283,20170911,  179
  283,20170912,  180
  283,20170913,  177
  283,20170914,  139
  283,20170915,  163
  283,20170916,  156
  283,20170917,  168
  283,20170918,  148
  283,20170919,  147
  283,20170920,  164
  283,20170921,  187
  283,20170922,  198
  283,20170923,  192
  283,20170924,  197
  283,20170925,  190
  283,20170926,  178
  283,20170927,  211
  283,20170928,  196
  283,20170929,  224
  283,20170930,  168
  283,20171001,  182
  283,20171002,  184
  283,20171003,  162
  283,20171004,  139
  283,20171005,  154
  283,20171006,  145
  283,20171007,  124
  283,20171008,  144
  283,20171009,  138
  283,20171010,  152
  283,20171011,  158
  283,20171012,  151
  283,20171013,  186
  283,20171014,  211
  283,20171015,  225
  283,20171016,  237
  283,20171017,  174
  283,20171018,  195
  283,20171019,  205
  283,20171020,  172
  283,20171021,  170
  283,20171022,  124
  283,20171023,  141
  283,20171024,  167
  283,20171025,  162
  283,20171026,  164
  283,20171027,  139
  283,20171028,  141
  283,20171030,  115
  283,20171031,  112
  283,20171101,  134
  283,20171102,  124
  283,20171103,  119
  283,20171104,  142
  283,20171105,  113
  283,20171106,  107
  283,20171107,   70
  283,20171108,   80
  283,20171109,   89
  283,20171110,  103
  283,20171111,   83
  283,20171112,   63
  283,20171113,   97
  283,20171114,   83
  283,20171115,   88
  283,20171116,   97
  283,20171117,  103
  283,20171118,   82
  283,20171119,   90
  283,20171120,  109
  283,20171121,  121
  283,20171122,  120
  283,20171123,  146
  283,20171124,   85
  283,20171125,   62
  283,20171126,   58
  283,20171127,   77
  283,20171128,   71
  283,20171129,   21
  283,20171130,   45
  283,20171201,   42
  290,20161201,   90
  290,20161202,   91
  290,20161203,   60
  290,20161204,   34
  290,20161205,   58
  290,20161206,   44
  290,20161207,   80
